sarLAT,sarLON,aisLAT,aisLON,MMSI
24.7773722261316,119.753307599194,24.7780340507139,119.75489078672,752369854
24.7618102098227,119.764220390076,24.7614498487571,119.765906550985,538011021
24.7654361780588,119.76509437021,24.7614498487571,119.765906550985,538011021
24.9977498871873,119.798298622715,24.9951172772746,119.797561105937,311001385
24.9806437796212,119.824275800092,24.9837331009862,119.823634049255,636091448
24.6372155132158,119.833769308621,24.638667245709,119.833714258338,412656758
24.8981771921196,119.850026377148,24.902270707109,119.849537379827,355283000
24.6344138924235,119.854184011668,24.6330234980431,119.850369896872,412447879
25.4142824193907,119.867741950262,25.4152120399108,119.86492139028,413265270
25.434350216053,119.877135336337,25.4329383151938,119.876136533879,412473560
25.1418601654143,119.879938390036,25.1393429609509,119.879289227878,352002217
25.4435864666032,119.882707503516,25.4423299220021,119.88214460053,412701420
25.0835922836134,119.883832809977,25.0804323774979,119.883822459294,412452804
25.2601694821073,119.886995760835,25.2571747564972,119.886997104325,412658000
24.9641941101327,119.888205321157,24.9603032259429,119.887334062308,412476811
25.4717953279271,119.889101277229,25.4702014010179,119.888572723693,413458960
25.0284750919544,119.894544386203,25.0286421163779,119.894090169731,477293900
25.3732492937919,119.91744468755,25.3714315676298,119.917419883761,413514830
25.5174663037033,119.922216335472,25.51831967075,119.922464288685,413538750
24.9619488755836,119.932379502335,24.9628917488492,119.932280083605,373226000
24.9650142154498,119.933151971495,24.9628917488492,119.932280083605,373226000
25.6635864885538,119.946433999742,25.663390918967,119.945947954808,412704480
24.4329803251024,119.947876691667,24.4317438053669,119.947853950543,416005517
25.2818325411505,119.948613758987,25.2798436022447,119.948498033885,413561110
25.4166472977918,119.951916308286,25.4134753771945,119.951470008869,413558470
25.6148450287897,119.953661518994,25.6160280373598,119.953678625098,413507550
25.4729457839784,119.980889340867,25.4715388150628,119.980471811154,412436270
25.6585142899165,119.984689733139,25.6565717852648,119.985052081884,413451720
25.5583392608899,119.992912411058,25.5574360366244,119.992810004237,677066500
25.2777239355997,120.000100892363,25.2791123240348,120.001797839214,200051152
25.0604118435645,120.002432568179,25.064105260323,120.002493007833,636024237
25.0633778599939,120.003080361007,25.064105260323,120.002493007833,636024237
24.790495173202,120.011193372115,24.7896592272634,120.009736114493,412452738
25.2978311288223,120.025299122184,25.2966449311148,120.024621708808,412443715
25.5507616449075,120.025965893101,25.5527895832902,120.024652401808,414403440
25.1367803417044,120.029086467534,25.1336234205559,120.029257772302,477538900
25.2188355023503,120.03579831294,25.2199598300442,120.036358690498,413248120
24.4851427131515,120.041986553562,24.4839497778383,120.042801598521,415000578
25.3493256618119,120.052509080304,25.3495260288273,120.05261114524,412443687
25.8067243701738,120.052657497612,25.8093542285675,120.053091916241,413061817
25.3467355055593,120.055305574841,25.3470346049632,120.055494646483,412443754
25.3452174816313,120.066421704206,25.3452369269466,120.066609640163,412443857
25.6086601709937,120.070900458364,25.6101418769284,120.071378405202,413270790
25.5785260917946,120.088475225053,25.5759411163171,120.088439187652,413465160
25.3275594018835,120.090744112799,25.3253155773708,120.08978769891,413358770
25.2606446254603,120.112233339837,25.2609007747609,120.112384080565,412451075
25.0741964411322,120.114226982735,25.0736581538659,120.112898611818,412447358
25.1391423727988,120.120398044762,25.1386873166269,120.119696318666,412447369
25.6719182397946,120.121192654244,25.6724309496816,120.121381883319,412442741
24.912640890636,120.121616533282,24.9120689081454,120.1222135368,412667777
25.6505490246068,120.123238827392,25.6511239170271,120.122659127808,412441579
25.3031738050006,120.134137387481,25.3035316172173,120.134215536957,412451287
25.2969438723437,120.135010469915,25.2961111458059,120.134148586837,412444926
25.2976316054446,120.137259763874,25.2979320804712,120.137347371994,412447433
24.9234891712315,120.149407742671,24.9226888265756,120.149966161444,412451323
24.1952668513111,120.16396354582,24.1966612675599,120.163947760923,636022531
25.8081694860656,120.164961503181,25.8103752860418,120.164857072832,414295000
24.380719642751,120.172028217588,24.3794823876318,120.174052914044,413370970
24.4687052359302,120.189951969728,24.46892,120.190308,312274000
24.7330167550159,120.19381762515,24.7337022149572,120.194286230096,416001139
24.3072904142473,120.196760288247,24.3058335051989,120.197162652104,422039900
25.3984441932721,120.202122287057,25.4009511890593,120.202515492706,312046000
