MMSI,LAT,LON,TYPE
0,22.65842,121.467973,0
0,26.01808,119.689867,0
0,22.566118,120.20832,0
1,23.4177806043313,119.360549010429,0
3,22.4674510744778,120.445282235428,0
6,26.075672,119.723507,0
415,26.1821108506664,120.485642314347,0
474,24.3226847521639,118.115622531798,0
516,24.32348,118.116457,0
30605,26.520907,120.251692,0
90003,24.9755454424176,119.412052116014,0
90004,24.9617066888987,119.475053614963,0
90005,24.9683943451164,119.468304548445,0
140001,24.9039601227119,118.988766853652,0
140002,24.9058018364336,118.990532320179,0
153229,26.1531357227852,120.159508,0
236683,24.3171718088706,118.458132704998,0
240005,22.6917688151199,118.170625655783,0
310004,23.3864540015009,117.418624926699,0
407601,25.0521063292994,119.495791826013,0
420811,26.3491950521963,120.354926099439,0
425901,22.295215858018,120.563337939759,0
442101,22.2946336162978,120.562000591185,0
442102,22.2937430986927,120.556900525177,0
443016,22.645663459627,121.145551388233,0
460707,22.47149,120.434747,0
460709,22.4715424866831,120.434678177596,0
491801,23.096453,121.382592,0
491802,23.09645,121.382677,0
491803,23.0961409437022,121.382860805971,0
491804,23.09644,121.382667,0
491805,23.096458,121.382623,0
491806,23.096448,121.382722,0
491809,23.0964460419881,121.382641233304,0
518811,26.634535,120.512742,0
518812,26.6252141831084,120.498257150848,0
525302,22.762602,121.204255,0
525305,22.7344062386919,121.181425690056,0
525307,22.782717,121.200948,0
525308,22.7344295973689,121.181425386021,0
555889,24.4182106273713,118.553462882117,0
560002,24.4096817035693,118.569022150692,0
561102,24.3080298014578,118.163797547721,0
561200,24.357108,118.532032,0
561388,24.4131203930902,118.535224523657,0
561734,24.2641735189322,118.204934209542,0
561802,24.2537273574269,118.231191886023,0
561854,24.3239849087679,118.116494426237,0
561887,24.3907294752197,118.528283512306,0
562111,24.4232522184908,118.565552818674,0
562133,23.2388086241425,116.788335418585,0
562802,24.2582628866468,118.236634583472,0
563878,24.4136578250005,118.534812599112,0
563879,24.4134192323685,118.535021671476,0
563880,24.4076618248469,118.550883897539,0
563881,24.4080291253245,118.551607845591,0
563886,24.3915611103571,118.528605486525,0
565878,24.324843,118.11852,0
600002,24.9665654340999,119.428838755958,0
600004,24.9656629920699,119.424175571588,0
767901,22.4677521046139,120.445437606593,0
1005183,24.6909108895409,121.870926401659,0
1085581,23.460968732942,117.626560684489,0
1200005,26.44021,120.157387,0
1215005,21.7000827917479,121.695295369138,0
1436001,24.4465023067114,118.55109359445,0
1902001,24.6899023412759,119.151436445981,0
2400004,23.35677,117.432525,0
3014020,25.1420423224332,121.792575001111,0
4005183,24.6897012368281,121.873316387714,0
4014020,25.1419826251996,121.792612,0
4082010,25.0267806252674,119.457438158755,0
4082016,25.0162932238482,119.476646110168,0
4082019,25.0329844661179,119.453250766414,0
4108803,25.02039,119.447918,253
4108806,25.0375897355948,119.436217896477,0
4121003,26.325575,119.878518,0
4124061,25.148558,121.761865,0
4165550,23.864027,120.910788,0
